gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
0.04848299999139272,0,1.0,0.2796227351200566,0.07734601794340079,0.04848299999139272-0,-2914.366675595178,2830.233186179366,7446.010944651017,-2645.084996968846,3120.926937549417,7141.077311755936,-0.5385633572526636,-0.5813875027401011,0.609867265790163,,,,,,
0.056643999967491254,1,1.0,0.27962509096528404,0.07739341274866518,0.056643999967491254-0,-2914.152080061112,2829.694096868674,7445.685810168644,-2645.084996968846,3120.926937549417,7141.077311755936,-0.538134166184531,-0.5824656813614854,0.6092169968254175,,,,,,
0.0650749999913387,1,1.0,0.2795810641672337,0.07738585362355488,0.0650749999913387-0,-2914.6567384462687,2829.6620492955067,7445.208600950697,-2645.084996968846,3120.926937549417,7141.077311755936,-0.539143482954845,-0.5825297765078199,0.6082625783895212,,,,,,
0.07252499996684492,1,1.0,0.2795888571451413,0.07733727439582483,0.07252499996684492-0,-2914.7668187119975,2830.242302119604,7445.665817360353,-2645.084996968846,3120.926937549417,7141.077311755936,-0.5393636434863023,-0.5813692708596254,0.6091770112088347,,,,,,
0.08333199998014607,1,1.0,0.27957208450147664,0.07730568079023059,0.08333199998014607-0,-2915.073437276942,2830.56027782507,7445.697476913345,-2645.084996968846,3120.926937549417,7141.077311755936,-0.5399768806161911,-0.5807333194486939,0.6092403303148186,,,,,,
0.08864999999059364,2,1.0,0.2795408490656975,0.07728416469538091,0.08864999999059364-0,-2915.495483559469,2830.722947256671,7445.478055447521,-2645.084996968846,3120.926937549417,7141.077311755936,-0.5408209731812447,-0.5804079805854914,0.6088014873831727,,,,,,
0.09773299997323193,2,1.0,0.2795356811298594,0.07727699939380905,0.09773299997323193-0,-2915.5796267069136,2830.791278518662,7445.468432916943,-2645.084996968846,3120.926937549417,7141.077311755936,-0.5409892594761339,-0.58027131806151,0.6087822423220166,,,,,,
0.10560099998838268,2,1.0,0.27950173447575744,0.07727499731404652,0.10560099998838268-0,-2915.9528017034163,2830.721865093844,7445.070154236364,-2645.084996968846,3120.926937549417,7141.077311755936,-0.5417356094691396,-0.580410144911146,0.6079856849608574,,,,,,
0.11256999996840023,2,1.0,0.2795022824708697,0.07726456029823325,0.11256999996840023-0,-2915.9884537629696,2830.84335001415,7445.15432394144,-2645.084996968846,3120.926937549417,7141.077311755936,-0.5418069135882465,-0.5801671750705334,0.6081540243710108,,,,,,
0.12056099998881109,3,1.0,0.2794480631170456,0.07726646076689603,0.12056099998881109-0,-2916.5633944442134,2830.6731422528587,7444.478389572331,-2645.084996968846,3120.926937549417,7141.077311755936,-0.5429567949507338,-0.5805075905931159,0.6068021556327917,,,,,,
0.12914099998306483,3,1.0,0.2793990462773465,0.07720258621126541,0.12914099998306483-0,-2917.3435260152614,2831.272591298665,7444.352192119495,-2645.084996968846,3120.926937549417,7141.077311755936,-0.5445170580928301,-0.5793086925015036,0.6065497607271215,,,,,,
0.13633899998967536,3,1.0,0.2793540016246777,0.07717100469217397,0.13633899998967536-0,-2917.951760146159,2831.51102162406,7444.033013405901,-2645.084996968846,3120.926937549417,7141.077311755936,-0.5457335263546242,-0.5788318318507137,0.6059114032999331,,,,,,
0.1443239999935031,3,1.0,0.27931231750691327,0.07717334972634893,0.1443239999935031-0,-2918.3885534447404,2831.368404603087,7443.502545517269,-2645.084996968846,3120.926937549417,7141.077311755936,-0.5466071129517884,-0.579117065892659,0.6048504675226671,,,,,,
0.1526309999753721,3,1.0,0.2791892912308211,0.07718376171538355,0.1526309999753721-0,-2919.6598642938134,2830.903840858944,7441.901588734283,-2645.084996968846,3120.926937549417,7141.077311755936,-0.5491497346499338,-0.5800461933809459,0.6016485539566953,,,,,,
0.16039499998441897,4,1.0,0.27907252766349855,0.0772065158679861,0.16039499998441897-0,-2920.809250635765,2830.3097026294054,7440.272496722652,-2645.084996968846,3120.926937549417,7141.077311755936,-0.5514485073338368,-0.5812344698400226,0.598390369933434,,,,,,
0.168413999985205,4,1.0,0.2790222760352394,0.0771339916879823,0.168413999985205-0,-2921.6324815409316,2831.000556340888,7440.182949041794,-2645.084996968846,3120.926937549417,7141.077311755936,-0.5530949691441702,-0.5798527624170566,0.5982112745717172,,,,,,
0.1792649999842979,4,0.99,0.27941307710234453,0.0770457775376443,0.1792649999842979-0,-2917.8131211242926,2833.1101376857164,7445.676819324267,-2645.084996968846,3120.926937549417,7141.077311755936,-0.545456248310893,-0.5756335997274008,0.6091990151366631,,,,,,
0.1843149999913294,4,0.99,0.28064870747745874,0.0770121922664464,0.1843149999913294-0,-2904.3955982023253,2836.6331108759227,7460.349972977145,-2645.084996968846,3120.926937549417,7141.077311755936,-0.5186212024669576,-0.5685876533469876,0.6385453224424192,,,,,,
0.19303599998238496,5,0.99,0.2819347825687989,0.0769201159063404,0.19303599998238496-0,-2890.1035901764594,2840.4567862525814,7474.69742987547,-2645.084996968846,3120.926937549417,7141.077311755936,-0.49003718641522537,-0.5609403025936703,0.6672402362390712,,,,,,
0.20446399998036213,5,0.99,0.283019255840772,0.07639020539735797,0.20446399998036213-0,-2879.259487847856,2848.369925410089,7488.748108566997,-2645.084996968846,3120.926937549417,7141.077311755936,-0.4683489817580189,-0.5451140242786562,0.6953415936221246,,,,,,
0.21271099997102283,5,0.36709121206914036,0.2817858506492158,0.07465590958604229,0.21271099997102283-0,-2899.67384926186,2865.23646271752,7487.208641410397,-2645.084996968846,3120.926937549417,7141.077311755936,-0.5091777045860265,-0.5113809496637931,0.6922626593089235,,,,,,
0.22697199997492135,6,0.38786782674582915,0.2820566809279991,0.074005112379392,0.22697199997492135-0,-2898.5776917180547,2872.8014381334237,7493.4623146268705,-2645.084996968846,3120.926937549417,7141.077311755936,-0.5069853894984164,-0.4962509988319859,0.7047700057418701,,,,,,
0.23459399997955188,6,0.2549304138360723,0.28248506863081013,0.07384460386912417,0.23459399997955188-0,-2894.002569186453,2875.295332598317,7498.435894821236,-2645.084996968846,3120.926937549417,7141.077311755936,-0.4978351444352128,-0.4912632099021995,0.7147171661306022,,,,,,
0.24351499998010695,6,0.27350858813057916,0.2835093402941842,0.07398514704639148,0.24351499998010695-0,-2881.2446868030056,2875.436476525947,7507.08692152584,-2645.084996968846,3120.926937549417,7141.077311755936,-0.4723193796683187,-0.4909809220469397,0.7320192195398094,,,,,,
0.2504239999689162,6,0.23248282645133708,0.28355529982151256,0.07398442352187906,0.2504239999689162-0,-2880.6879424697304,2875.5127665992827,7507.496657271651,-2645.084996968846,3120.926937549417,7141.077311755936,-0.47120589100176785,-0.49082834190026836,0.7328386910314327,,,,,,
0.2579299999924842,7,0.2581196393858762,0.283605675722271,0.07398302746390528,0.2579299999924842-0,-2880.0789564119104,2875.602312716037,7507.947407942083,-2645.084996968846,3120.926937549417,7141.077311755936,-0.46998791888612756,-0.49064924966675993,0.7337401923722952,,,,,,
0.27015399996889755,7,0.30125613515609306,0.28272293892560313,0.07384620604655401,0.27015399996889755-0,-2891.158169316626,2875.683347401894,7500.6653751594,-2645.084996968846,3120.926937549417,7141.077311755936,-0.49214634469555874,-0.49048718029504546,0.719176126806929,,,,,,
0.27895699997316115,7,0.2865920254245869,0.2827835796711232,0.07384439756921446,0.27895699997316115-0,-2890.437581413151,2875.803957338801,7501.239544477755,-2645.084996968846,3120.926937549417,7141.077311755936,-0.49070516888860927,-0.49024596042123164,0.7203244654436403,,,,,,
0.28942299998016097,7,0.38303663113887615,0.2824727446669834,0.07401767312718033,0.28942299998016097-0,-2893.611393950797,2873.4104306058434,7497.406104858068,-2645.084996968846,3120.926937549417,7141.077311755936,-0.4970527939639006,-0.49503301388714627,0.7126575862042646,,,,,,
0.29716999997617677,8,0.3805272913375242,0.28252698582046126,0.07401612869131469,0.29716999997617677-0,-2892.9706027078405,2873.521068621924,7497.928909044842,-2645.084996968846,3120.926937549417,7141.077311755936,-0.49577121147798814,-0.4948117378549851,0.7137031945778146,,,,,,
0.3071209999907296,8,0.32766459625935146,0.2825966072271183,0.07401470632852436,0.3071209999907296-0,-2892.1452499562715,2873.6560076072205,7498.5941905173595,-2645.084996968846,3120.926937549417,7141.077311755936,-0.4941205059748499,-0.4945418598843921,0.7150337575228493,,,,,,
0.31480299998656847,8,0.3348622202153682,0.2822686326973983,0.07418341480118884,0.31480299998656847-0,-2895.5129149319428,2871.2609286358993,7494.563862982236,-2645.084996968846,3120.926937549417,7141.077311755936,-0.5008558359261928,-0.49933201782703474,0.7069731024526019,,,,,,
0.3243769999826327,9,0.740161120891571,0.28417025848157484,0.07566936489972453,0.3243769999826327-0,-2867.801968246035,2858.091254559275,7503.450813066699,-2645.084996968846,3120.926937549417,7141.077311755936,-0.44543394255437696,-0.5256713659802831,0.7247470026215269,,,,,,
0.3323359999922104,9,0.7588168978691101,0.28401477620546806,0.07569720984453188,0.3323359999922104-0,-2869.6113040877317,2857.568319230877,7501.951494219721,-2645.084996968846,3120.926937549417,7141.077311755936,-0.44905261423777,-0.5267172366370795,0.7217483649275721,,,,,,
0.340684999973746,9,0.7282418012619019,0.28393707074704766,0.07575918671268611,0.340684999973746-0,-2870.3526252006905,2856.776295084288,7500.909124907663,-2645.084996968846,3120.926937549417,7141.077311755936,-0.4505352564636873,-0.5283012849302567,0.7196636263034553,,,,,,
0.34832799999276176,9,0.8094583749771118,0.28422495608346465,0.07521374234843559,0.34832799999276176-0,-2868.6245220103983,2863.1525143226468,7506.566610469732,-2645.084996968846,3120.926937549417,7141.077311755936,-0.4470790500831033,-0.5155488464535408,0.7309785974275946,,,,,,
0.35638499999186024,10,0.809570848941803,0.2843622932291643,0.07467694285405202,0.35638499999186024-0,-2868.647737800416,2869.1706532248486,7510.723729586493,-2645.084996968846,3120.926937549417,7141.077311755936,-0.4471254816631392,-0.5035125686491367,0.7392928356611164,,,,,,
