pupil_timestamp,world_index,eye_id,confidence,norm_pos_x,norm_pos_y,diameter,method,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,projected_sphere_angle
0.04568399998242967,0,1,1.0,0.5519735813140869,0.8082234660784403,59.993621826171875,2d c++,105.97892761230469,36.82109451293945,54.44034957885742,59.993621826171875,34.265541076660156,,,,,,,,,,,,,,,,,,,,,
0.04568399998242967,0,1,1.0,0.5522033382683963,0.8088579770832167,60.10134741389664,pye3d 0.3.0 real-time,106.02304094753208,36.69926840002238,54.62360317514903,60.10134741389664,28.804825857170364,1.6076301439110026,0.1,,4.632489445598883,0.6393456656162305,9.066731114268478,10.392304845413264,0.281055816424046,0.40489727165788014,-0.36778314569512993,-0.418716896194147,-0.022559807227154834,-0.907836557943892,0.8038150719555013,1.593358048076931,-2.002945638525524,268.57729245635153,119.2522532947689,954.2225488482965,954.2225488482965,0.0
0.04848299999139272,0,0,1.0,0.7026843743540708,0.1853903562773601,59.24949921209593,pye3d 0.3.0 real-time,134.9153998759816,156.40505159474685,51.068650454727894,59.24949921209593,150.07005756866178,2.153953902523327,1.0,,7.917540796925486,2.1354013295603282,20.71169238573609,10.392304845413264,1.9123060304576063,2.9198028613012443,12.266464760822242,-0.577853984827855,0.07547907258389543,-0.8126424071019456,1.0769769512616636,1.495245401332983,-2.1889200713428987,204.14691535194447,125.01987595418856,345.03223955127334,345.03223955127334,0.0
0.04848299999139272,0,0,1.0,0.7026806672414144,0.1854799588521322,59.250980377197266,2d c++,134.91468811035156,156.38784790039062,50.969261169433594,59.250980377197266,149.48994445800778,,,,,,,,,,,,,,,,,,,,,
0.05312099997536279,0,1,0.9425848126411438,0.5525604486465454,0.8081235488255819,59.83131408691406,2d c++,106.09160614013672,36.84027862548828,54.58811950683594,59.83131408691406,34.93163299560547,,,,,,,,,,,,,,,,,,,,,
0.05312099997536279,0,1,0.9425848126411438,0.552960424708537,0.8087693090360977,59.959524930314956,pye3d 0.3.0 real-time,106.16840154403911,36.71629266506924,54.50798945388691,59.959524930314956,28.74574487031031,1.605082253098419,0.1,,4.632489445598883,0.6393456656162305,9.066731114268478,10.392304845413264,0.27933803563753656,0.4175773302684411,-0.3672972727668622,-0.418882189727397,-0.021339668018463567,-0.9077898047995707,0.8025411265492095,1.5921376147601047,-2.003115356201765,268.57729245635153,119.2522532947689,954.2225488482965,954.2225488482965,0.0
0.056643999967491254,1,0,1.0,0.7022347025920356,0.1854952957720135,59.356025607497784,pye3d 0.3.0 real-time,134.82906289767084,156.3849032117734,51.133793869367736,59.356025607497784,150.04990178177385,2.1579691517583672,1.0,,7.917540796925486,2.1354013295603282,20.71169238573609,10.392304845413264,1.9077098686761067,2.932068980686828,12.27088360532258,-0.5782962507014863,0.0766593804720919,-0.8122172035916494,1.0789845758791836,1.4940616635402828,-2.1895287030052986,204.14691535194447,125.01987595418856,345.03223955127334,345.03223955127334,0.0
0.056643999967491254,1,0,1.0,0.7022221088409424,0.18559749921162927,59.357398986816406,2d c++,134.82664489746094,156.3652801513672,51.04408264160156,59.357398986816406,149.35949707031247,,,,,,,,,,,,,,,,,,,,,
0.06075799997779541,1,1,0.9688078761100769,0.552639921506246,0.8080812295277914,60.081661224365234,2d c++,106.10686492919922,36.84840393066406,54.46470642089844,60.081661224365234,33.94924163818358,,,,,,,,,,,,,,,,,,,,,
0.06075799997779541,1,1,0.9688078761100769,0.5528246737937327,0.8086998389568082,60.1817773076191,pye3d 0.3.0 real-time,106.14233736839667,36.72963092029283,54.705502036804425,60.1817773076191,28.77678241516368,1.608725656058668,0.1,,4.632489445598883,0.6393456656162305,9.066731114268478,10.392304845413264,0.2792772473703877,0.4118331311374157,-0.36713244229463626,-0.41888803908113065,-0.021892403837559624,-0.9077739439799858,0.804362828029334,1.5926904797652603,-2.0031273155892624,268.57729245635153,119.2522532947689,954.2225488482965,954.2225488482965,0.0
0.0650749999913387,1,0,1.0,0.7019967154563115,0.18583131110733342,59.30978669453611,pye3d 0.3.0 real-time,134.7833693676118,156.320388267392,51.08012528874047,59.30978669453611,150.1582572545389,2.1566805522084196,1.0,,7.917540796925486,2.1354013295603282,20.71169238573609,10.392304845413264,1.8963852603046627,2.927336172273195,12.278512368167524,-0.5793859616501064,0.07620396577015295,-0.8114831255446306,1.0783402761042098,1.494518414323897,-2.190845995374302,204.14691535194447,125.01987595418856,345.03223955127334,345.03223955127334,0.0
0.0650749999913387,1,0,1.0,0.7020178635915121,0.1858591238657633,59.310791015625,2d c++,134.7874298095703,156.31504821777344,50.984256744384766,59.310791015625,150.0624084472656,,,,,,,,,,,,,,,,,,,,,
0.06868499997653998,1,1,0.986234724521637,0.5531026630267376,0.8082659042126734,60.11132028312848,pye3d 0.3.0 real-time,106.19571130113361,36.8129463911667,54.64789790343126,60.11132028312848,28.711909980009885,1.6075223491971213,0.1,,4.632489445598883,0.6393456656162305,9.066731114268478,10.392304845413264,0.27566637635355207,0.41867857654177826,-0.36562801688694613,-0.41923549530672716,-0.021233700546404357,-0.9076291805776348,0.8037611745985607,1.5920316232716882,-2.0035035419371603,268.57729245635153,119.2522532947689,954.2225488482965,954.2225488482965,0.0
0.06868499997653998,1,1,0.986234724521637,0.552818775177002,0.8076828718185425,60.00583267211914,2d c++,106.14120483398438,36.924888610839844,54.60546875,60.00583267211914,33.98286056518555,,,,,,,,,,,,,,,,,,,,,
