# timestamps [seconds],pts
448969.863417,800688
448969.871486,801217
448969.879555,801746
448969.887624,802275
448969.895693,802803
448969.903763,803332
448969.911832,803861
448969.919901,804390
448969.927970,804919
448969.936039,805447
448969.944108,805976
448969.952178,806505
448969.960247,807034
448969.968316,807563
448969.976385,808092
448969.984454,808620
448969.992523,809149
448970.000593,809678
448970.008662,810207
448970.016731,810736
448970.024800,811264
448970.032869,811793
448970.040938,812322
448970.049008,812851
448970.057077,813380
448970.065146,813908
448970.073215,814437
448970.081284,814966
448970.089353,815495
448970.097423,816024
448970.105492,816553
448970.113561,817081
448970.121630,817610
448970.129699,818139
448970.137768,818668
448970.145837,819197
448970.153907,819725
448970.161976,820254
448970.170045,820783
448970.178114,821312
448970.186183,821841
448970.194253,822370
448970.202322,822898
448970.210391,823427
448970.218460,823956
448970.226529,824485
448970.234598,825014
448970.242667,825542
448970.250737,826071
448970.258806,826600
448970.266875,827129
448970.274944,827658
448970.283013,828186
448970.291082,828715
448970.299152,829244
448970.307221,829773
448970.315290,830302
448970.323359,830830
448970.331428,831359
448970.339497,831888
448970.347567,832417
448970.355636,832946
448970.363705,833475
448970.371774,834003
448970.379843,834532
