# timestamps [seconds],pts
0.041755,0
0.069924,1846
0.101787,3934
0.138092,6313
0.169509,8372
0.202112,10508
0.237406,12821
0.269367,14916
0.310344,17601
0.337529,19383
0.369610,21485
0.405460,23835
0.437396,25928
0.469437,28028
0.505549,30394
0.537501,32488
0.573567,34852
0.605411,36939
0.639014,39141
0.673513,41402
0.705479,43497
0.737620,45603
0.773440,47950
0.805595,50058
0.841575,52416
0.873593,54514
